product_title,product_description,ship_from,ship_to,seller,price,source
Uncut Gram - BTH - Prime Quality- FREE EXPRESS,"Our goods never touch domestic air until it's in our hands, and it's absolutely top quality 100% of the time. We've been dealing with heroin for a long time. You could consider us connoisseurs. We may be new here, but we're no strangers to the dope game. Our standards of quality are set reasonably high, and as such, we take the time to inspect and refuse all inferior shipments from our suppliers.
Our choice will always be quality over pushing a sub-par product. While dealing with us you will always receive the best customer service possible. We work with buyers to ensure peace of mind and a pleasant experience. If you have any questions or concerns, please contact us. 
Free shipping is guaranteed to ship in under 24 hrs. IF not you will receive appropriate compensation. 
Express
Or
Priority Mail
Please don't use fake names on addresses. That causes problems with delivery.
Use a name that regularly receives mail there.
Feedback:
No FE is required but always appreciated. If you ever have an issue please contact us before leaving feedback as we would much rather fix the issue than take a hit to our reputation.",,,-TarNation-,0.99628640 BTC,agora
Uncut Half Gram - BTH - Prime Quality,"Our goods never touch domestic air until it's in our hands, and it's absolutely top quality 100% of the time. We've been dealing with heroin for a long time. You could consider us connoisseurs. We may be new here, but we're no strangers to the dope game. Our standards of quality are set reasonably high, and as such, we take the time to inspect and refuse all inferior shipments from our suppliers.
Our choice will always be quality over pushing a sub-par product. While dealing with us you will always receive the best customer service possible. We work with buyers to ensure peace of mind and a pleasant experience. If you have any questions or concerns, please contact us. 
Guaranteed to ship in under 24 hrs. IF not you will receive approrpiate compensation. 
Priority Mail
Please don't use fake names on addresses. That causes problems with delivery.
Use a name that regularly receives mail there.
Feedback:
No FE is required but always appreciated. If you ever have an issue please contact us before leaving feedback as we would much rather fix the issue than take a hit to our reputation.",,,-TarNation-,0.18135654 BTC,agora
100gr Pakistani Culero Hash - TOP QUALITY,"Hi guys! Here it is, TP's best hash from Pakistan!
The antique recipe from northern Pakistan makes this product unique in the whole world, obtained from the best strains of Pakistan's sativa plants by a traditional process.
The final product is this incredible soft hash, with an exceptional sweet taste.
Our Culero Hash needs no heat and remains really soft and a bit creamy at room temperature, it also guarantees a really nice clear-mind high.
-Dosage: Over 0.2-0.3 grams should be perfect for a nice experience.
-%THC: 28-32%",,,-ThePakistani-,2.20661468 BTC,agora
10g Soft Paki Zero Polm - Select Product,"Hi to all, we are pleased to present this select Soft Paki Zero Polm.
It has been hard work but we finally have it:
The original Soft Zero Polm wich recipe has been carfully preserved over the years, made following an antique recipe that mantains the final product extremely natural.
This select blonde polm leaves a nice and spicy flavour, and it doesn't need any heat, so pure and soft!
A super high is guaranteed, this polm is madly potent!
Its purity leaves no doubt after tasting it.
Enjoy.",,,-ThePakistani-,0.37046385 BTC,agora
10gr Pakistani Culero Hash - TOP QUALITY,"Hi guys! Here it is, TP's best hash from Pakistan!
The antique recipe from northern Pakistan makes this product unique in the whole world, obtained from the best strains of Pakistan's sativa plants by a traditional process.
The final product is this incredible soft hash, with an exceptional sweet taste.
Our Culero Hash needs no heat and remains really soft and a bit creamy at room temperature, it also guarantees a really nice clear-mind high.
-Dosage: Over 0.2-0.3 grams should be perfect for a nice experience.
-%THC: 28-32%",,,-ThePakistani-,0.26093213 BTC,agora
1g Soft Paki Zero Polm - Select Product,"Hi to all, we are pleased to present this select Soft Paki Zero Polm.
It has been hard work but we finally have it:
The original Soft Zero Polm wich recipe has been carfully preserved over the years, made following an antique recipe that mantains the final product extremely natural.
This select blonde polm leaves a nice and spicy flavour, and it doesn't need any heat, so pure and soft!
A super high is guaranteed, this polm is madly potent!
Its purity leaves no doubt after tasting it.
Enjoy.",,,-ThePakistani-,0.04186870 BTC,agora
1gr Pakistani Culero Hash - TOP QUALITY,"Hi guys! Here it is, TP's best hash from Pakistan!
The antique recipe from northern Pakistan makes this product unique in the whole world, obtained from the best strains of Pakistan's sativa plants by a traditional process.
The final product is this incredible soft hash, with an exceptional sweet taste.
Our Culero Hash needs no heat and remains really soft and a bit creamy at room temperature, it also guarantees a really nice clear-mind high.
-Dosage: Over 0.2-0.3 grams should be perfect for a nice experience.
-%THC: 28-32%",,,-ThePakistani-,0.03197165 BTC,agora
1gr Pakistani Culero Hash - TOP QUALITY,"Here you go guys, a sample of our hash so everyone can test it for a low price.
Promotion offer is over, make sure choosing a correct shipping option!
Let's spread our product so everyone can feel the pakistani vibe :) 
REVIEW - 1g Pakistani Culero Hash Sample:
http://silkroad5v7dywlc.onion/index.php?topic=21228.0
-Order information at profile-
It won't disappoint you!
-TP",,,-ThePakistani-,0.02368312 BTC,agora
20 gr Pakistani Culero Hash - TOP QUALITY,"Hi guys! Here it is, TP's best hash from Pakistan!
The antique recipe from northern Pakistan makes this product unique in the whole world, obtained from the best strains of Pakistan's sativa plants by a traditional process.
The final product is this incredible soft hash, with an exceptional sweet taste.
Our Culero Hash needs no heat and remains really soft and a bit creamy at room temperature, it also guarantees a really nice clear-mind high.
-Dosage: Over 0.2-0.3 grams should be perfect for a nice experience.
-%THC: 28-32%",,,-ThePakistani-,0.49285951 BTC,agora
20g Soft Paki Zero Polm - Select Product,"Hi to all, we are pleased to present this select Soft Paki Zero Polm.
It has been hard work but we finally have it:
The original Soft Zero Polm wich recipe has been carfully preserved over the years, made following an antique recipe that mantains the final product extremely natural.
This select blonde polm leaves a nice and spicy flavour, and it doesn't need any heat, so pure and soft!
A super high is guaranteed, this polm is madly potent!
Its purity leaves no doubt after tasting it.
Enjoy.",,,-ThePakistani-,0.70851322 BTC,agora
